评论,分数,产品,名字,评论ID,清洗后评论,分词后评论,来源文件
质量很好，值得购买，家里人很喜欢，拍照清晰，系统流畅，软件好用，充电速度快，音乐质量很好，包装完美,5,已购 白色 12GB+512GB,东***l,82,质量很好值得购买家里人很喜欢拍照清晰系统流畅软件好用充电速度快音乐质量很好包装完美,质量 值得 购买 家里人 喜欢 拍照 清晰 系统 流畅 软件 好用 充电 速度 音乐 质量 包装 完美,商品6.csv
我自己半年前换了手机，给先生也换了同款，用了一段时间了，手机运行速度快，好用，打游戏丝滑。好评。,5,已购 白色 16GB+1TB,i来向暖,83,我自己半年前换了手机给先生也换了同款用了一段时间了手机运行速度快好用打游戏丝滑好评,自己 半年前 手机 先生 同款 一段时间 手机 运行 速度 打游戏 丝滑 好评,商品6.csv
第一次在京东商城里面购买小米的手机，性价比高🏀质量很好，电池够大，屏幕看的很清，做备用机够用。,5,已购 黑色 12GB+256GB,jd_1300津1300津,84,第一次在京东商城里面购买小米的手机性价比高质量很好电池够大屏幕看的很清做备用机够用,第一次 京东 商城 里面 购买 小米 手机 性价比 高质量 电池 大屏幕 备用机 够用,商品6.csv
物美价廉，性能强劲，系统流畅，电池容量大，性价比之王，平时看看小说刷刷短剧都没问题,5,已购 粉金色 12GB+256GB,轩***米,85,物美价廉性能强劲系统流畅电池容量大性价比之王平时看看小说刷刷短剧都没问题,物美价廉 性能 强劲 系统 流畅 电池容量 性价比 之王 平时 看看 小说 刷刷 短剧 问题,商品6.csv
这个手机买来用了一阵子，是给老爸买的生日礼物，他表示很喜欢这个手机，充电速度快，屏幕大,5,已购 白色 12GB+256GB,轩***米,86,这个手机买来用了一阵子是给老爸买的生日礼物他表示很喜欢这个手机充电速度快屏幕大,这个 手机 买来 一阵子 老爸 生日礼物 表示 喜欢 这个 手机 充电 速度 屏幕,商品6.csv
"手机收到，快递小哥很有耐心，帮着录了开箱视频。
手机外观线条流畅，手感不错，运行速度快。",5,已购 黑色 12GB+512GB,jd_139202dxp,87,"手机收到快递小哥很有耐心帮着录了开箱视频
手机外观线条流畅手感不错运行速度快",手机 收到 快递 小哥 耐心 帮着 开箱 视频 手机 外观 线条 流畅 手感 不错 运行 速度,商品6.csv
这款手机很不错，一千出头，很实惠，性能强大，平时好看小说刷刷短剧够用，非常满意。,5,已购 黑色 12GB+256GB,轩***米,88,这款手机很不错一千出头很实惠性能强大平时好看小说刷刷短剧够用非常满意,手机 不错 一千 出头 实惠 性能 强大 平时 好看 小说 刷刷 短剧 够用 非常 满意,商品6.csv
用起来挺好的，看了很久的手机，最后选择了这个手机，比k系列感觉很好，挺好的手机，值得推荐。,5,已购 白色 12GB+256GB,Mike-HH,89,用起来挺好的看了很久的手机最后选择了这个手机比系列感觉很好挺好的手机值得推荐,起来 手机 最后 选择 这个 手机 系列 感觉 手机 值得 推荐,商品6.csv
"外形外观：大圆角，手感不错
运行速度：买来给老人用的，没有问题
待机时间：基本光刷视频，待机很长",5,已购 粉金色 12GB+256GB,h***1,90,"外形外观大圆角手感不错
运行速度买来给老人用的没有问题
待机时间基本光刷视频待机很长",外形 外观 圆角 手感 不错 运行 速度 买来 老人 没有 问题 待机时间 基本 光刷 视频 待机 很长,商品6.csv
红米手机价格实惠，东西也不错，属于那种买了不会后悔的类型，性价比确实拉满，系统也很丝滑,5,已购 白色 12GB+256GB,略略略略略略666,91,红米手机价格实惠东西也不错属于那种买了不会后悔的类型性价比确实拉满系统也很丝滑,红米 手机 价格 实惠 东西 不错 属于 那种 不会 后悔 类型 性价比 确实 拉满 系统,商品6.csv
用了几款红米手机，感觉比小米更实用，功能够用，不花哨，适合日常使用，挺满意的，适合给老人用,5,已购 白色 12GB+256GB,略略略略略略666,92,用了几款红米手机感觉比小米更实用功能够用不花哨适合日常使用挺满意的适合给老人用,几款 红米 手机 感觉 小米 实用功能 够用 花哨 适合 日常 使用 满意 适合 老人,商品6.csv
京东购买，物流很快，隔天到货，屏幕色彩鲜艳，操作简单顺畅，阳光下很清晰，待机时间可以,5,已购 黑色 12GB+256GB,-小李丢丢,93,京东购买物流很快隔天到货屏幕色彩鲜艳操作简单顺畅阳光下很清晰待机时间可以,京东 购买 物流 很快 隔天 到货 屏幕 色彩鲜艳 操作 简单 顺畅 阳光 清晰 待机时间 可以,商品6.csv
机身轻薄，手感也很好，屏幕大，这个价格很优惠，打电话音质也很棒，不到2千的价格，性价比还不错,5,已购 粉金色 12GB+256GB,深***1,94,机身轻薄手感也很好屏幕大这个价格很优惠打电话音质也很棒不到千的价格性价比还不错,机身 轻薄 手感 屏幕 这个 价格 优惠 打电话 音质 很棒 不到 价格 性价比 不错,商品6.csv
这个红米手机很好用，很流畅，照相也很清晰，声音也很大，电池非常耐用，非常非常满意,5,已购 黑色 12GB+256GB,李***-,95,这个红米手机很好用很流畅照相也很清晰声音也很大电池非常耐用非常非常满意,这个 红米 手机 流畅 照相 清晰 声音 很大 电池 非常 耐用 非常 非常 满意,商品6.csv
"外形外观：很棒
屏幕音效：很棒，
拍照效果：拍照清晰，运行速度快
待机时间：待机时间长",5,已购 白色 12GB+256GB,叫***哥,96,"外形外观很棒
屏幕音效很棒
拍照效果拍照清晰运行速度快
待机时间待机时间长",外形 外观 很棒 屏幕 音效 很棒 拍照 效果 拍照 清晰 运行 速度 待机时间 待机时间,商品6.csv
这个手机挺好的吧 用电挺慢的 打游戏的话我暂时还没玩过 看视频可以 拍照的话一般般 其他的都还可以,5,已购 白色 16GB+256GB,泪***心,97,这个手机挺好的吧 用电挺慢的 打游戏的话我暂时还没玩过 看视频可以 拍照的话一般般 其他的都还可以,这个 手机 用电 挺慢 打游戏 的话 暂时 没玩过 视频 可以 拍照 的话 一般般 其他 可以,商品6.csv
外形外观超级漂亮，屏幕音效又很完美，拍照效果也非常非常的清晰，色彩也很鲜艳，下次还要购买,5,已购 白色 12GB+256GB,扎扎9527,98,外形外观超级漂亮屏幕音效又很完美拍照效果也非常非常的清晰色彩也很鲜艳下次还要购买,外形 外观 超级 漂亮 屏幕 音效 完美 拍照 效果 非常 非常 清晰 色彩 鲜艳 下次 还要 购买,商品6.csv
平时刷视频清晰度是可以的，看个电视剧也不卡，拍照片镜头也算清晰，绿色的感觉要比其他颜色更好看点实物，阳光下调光亮度也是可以的,5,已购 绿色 12GB+256GB,圆圆子der,99,平时刷视频清晰度是可以的看个电视剧也不卡拍照片镜头也算清晰绿色的感觉要比其他颜色更好看点实物阳光下调光亮度也是可以的,平时 视频 清晰度 可以 看个 电视剧 不卡 拍照片 镜头 清晰 绿色 感觉 其他 颜色 更好 看点 实物 阳光 下调 光亮度 可以,商品6.csv
咋说呢？电池耐用点，抖音刷刷还可以吧，游戏cf还可以吧，就是系统总是更新，然后就是整体金属边框可以，带了壳没啥区别，毕竟国补双十一实惠点，其他就那样吧,5,已购 粉金色 16GB+256GB,浪***话,100,咋说呢电池耐用点抖音刷刷还可以吧游戏还可以吧就是系统总是更新然后就是整体金属边框可以带了壳没啥区别毕竟国补双十一实惠点其他就那样吧,电池 耐用 点抖音 刷刷 可以 游戏 可以 就是 系统 总是 更新 然后 就是 整体 金属 边框 可以 区别 毕竟 国补 双十 实惠 其他 那样,商品6.csv
这款手机很好，发货速度很快，操作也顺畅，软件启动很快，充电速度很快，还是大电池，我用两天没问题，屏幕也很好，在阳光下也看的很清楚，值得购买。,5,已购 黑色 12GB+256GB,jd_76e5yedv4g8se5,102,这款手机很好发货速度很快操作也顺畅软件启动很快充电速度很快还是大电池我用两天没问题屏幕也很好在阳光下也看的很清楚值得购买,手机 发货 速度 很快 操作 顺畅 软件 启动 很快 充电 速度 很快 还是 电池 我用 两天 问题 屏幕 阳光 清楚 值得 购买,商品6.csv
宝贝收到，物流很快，描述相符，比较满意，拍出来的视频照片很清晰，内存大，屏幕也挺大的，客服也不错，性价比很高的一款手机,5,已购 白色 16GB+1TB,猫***6,103,宝贝收到物流很快描述相符比较满意拍出来的视频照片很清晰内存大屏幕也挺大的客服也不错性价比很高的一款手机,宝贝 收到 物流 很快 描述 相符 比较满意 出来 视频 照片 清晰 内存 大屏幕 客服 不错 性价比 一款 手机,商品6.csv
这款手机看了很久是目前市场性价比较高一款。主要是电池耐用，昨晚充电，早上开始用。现在下午15:12，用电显示还有72%。拿到后先把系统升到了OS3版本。加装了一些软件。小米还有个功能不错，可以把旧手机的系统内容拷过来，这样聊天记录就没损失了。另外送的手机套也蛮好的。听说拍照不行，晚上试了一下，前后摄像头确实不一样。不过拍照一般用用也可以了，毕竟那种大底的手机至少四五千呢。只用了一天，暂时就这么多。总体比较满意。,5,已购 白色 16GB+512GB,冯唐易劳,104,这款手机看了很久是目前市场性价比较高一款主要是电池耐用昨晚充电早上开始用现在下午用电显示还有拿到后先把系统升到了版本加装了一些软件小米还有个功能不错可以把旧手机的系统内容拷过来这样聊天记录就没损失了另外送的手机套也蛮好的听说拍照不行晚上试了一下前后摄像头确实不一样不过拍照一般用用也可以了毕竟那种大底的手机至少四五千呢只用了一天暂时就这么多总体比较满意,手机 目前 市场 性价比 一款 主要 电池 耐用 昨晚 充电 早上 开始 现在 下午 用电 显示 还有 拿到 系统 升到 版本 加装 一些 软件 小米 还有 功能 不错 可以 手机 系统 内容 过来 这样 聊天记录 损失 另外 手机套 听说 拍照 不行 晚上 一下 前后 摄像头 确实 一样 不过 拍照 一般 用用 可以 毕竟 那种 大底 手机 至少 四五千 只用 一天 暂时 这么 总体 比较满意,商品6.csv
"手机外观漂亮，超窄边框看着就舒服，刷视频非常流畅，
不卡顿，大电池续航能力超强，出门在外，再也不用带充
电宝了。",5,已购 白色 12GB+256GB,7dg0v27r3mnr7l,105,"手机外观漂亮超窄边框看着就舒服刷视频非常流畅
不卡顿大电池续航能力超强出门在外再也不用带充
电宝了",手机 外观 漂亮 超窄 边框 看着 舒服 视频 非常 流畅 不卡顿 电池 续航 能力 超强 出门在外 再也 不用 带充 电宝,商品6.csv
"手感很舒服 充电超快速，追剧都丝滑。7500mAh电池超耐用，出门再也不怕没电。红外遥控还能控制家电，千元机里功能最全，闭眼入不后悔!
系统运行挺流畅的，电量很足，基本上够2天了。",5,已购 粉金色 12GB+256GB,小***七,106,"手感很舒服 充电超快速追剧都丝滑电池超耐用出门再也不怕没电红外遥控还能控制家电千元机里功能最全闭眼入不后悔
系统运行挺流畅的电量很足基本上够天了",手感 舒服 充电 快速 追剧 电池 耐用 出门 再也 不怕 红外 遥控 控制 家电 千元 机里 功能 最全 闭眼 后悔 系统 运行 流畅 电量 很足 基本上,商品6.csv
手机质量很好很快就收到了，已经贴好膜，随机送的保护套也很好，主要看上了手机的大电池，用的久，看得清楚。,5,已购 黑色 16GB+256GB,瑨***宝,107,手机质量很好很快就收到了已经贴好膜随机送的保护套也很好主要看上了手机的大电池用的久看得清楚,手机 质量 很快 收到 已经 随机 保护套 主要 看上 手机 电池 清楚,商品6.csv
用了段时间才来评价，手机全新未激活，电池很耐用，刚激活充电会有点发烫，更新系统问题就解决了，质感做工很好，买给老人用不打游戏就很好用，屏幕很大也挺清晰护眼的。,5,已购 白色 12GB+256GB,j***年,108,用了段时间才来评价手机全新未激活电池很耐用刚激活充电会有点发烫更新系统问题就解决了质感做工很好买给老人用不打游戏就很好用屏幕很大也挺清晰护眼的,段时间 评价 手机 全新 未激活 电池 耐用 激活 充电 有点 发烫 更新 系统 问题 解决 质感 做工 老人 打游戏 屏幕 很大 清晰 护眼,商品6.csv
