评论,分数,产品,名字,平台,来源文件
手机质量很好很快就收到了，已经贴好膜，随机送的保护套也很好，主要看上了手机的大电池，用的久，看得清楚。,5,已购 黑色 16GB+256GB,瑨***宝,未知平台,商品6.csv
用了段时间才来评价，手机全新未激活，电池很耐用，刚激活充电会有点发烫，更新系统问题就解决了，质感做工很好，买给老人用不打游戏就很好用，屏幕很大也挺清晰护眼的。,5,已购 白色 12GB+256GB,j***年,未知平台,商品6.csv
新款手机到手太惊喜！颜值超高，机身轻薄手感好，屏幕显示清晰色彩正，日常刷视频、看剧超爽。运行速度飞快，多开APP也不卡顿，电池续航给力，充一次电用一天毫无压力，原装正品值得入手！,5,已购 粉金色 12GB+256GB,美好的一天618,未知平台,商品6.csv
屏幕在我看来确实是可以的，手感比之前的手机宽，但是手感也不错，处理器也是很好用，不能说多好多好，但是在这个价位来看，没有什么不好的地方，不去升级，正常使用，挺完美的,5,已购 粉金色 12GB+256GB,太***西,未知平台,商品6.csv
澎湃OS流畅丝滑，旗舰芯+大电池续航抗打，徕卡影像质感出众，全价位段性价比拉满，用着省心又舒心。轻薄机身握持舒适，高刷屏护眼清晰，多任务切换不杀后台，拍照录像表现亮眼，同档配置难逢对手。,5,已购 白色 12GB+256GB,伊凡321,未知平台,商品6.csv
"外形外观：简单，轻薄，干净。
运行速度：稳定，挺好的
其他特色：倒数据很方便，有大字设置，适合家里长辈用很喜欢。",5,已购 白色 12GB+256GB,大***啊,未知平台,商品6.csv
待机时间长，运行速度快，充电速度快，像素好。手感拿着舒服啊，屏幕色彩鲜艳，摄影效果好，外放声音大。护眼模式开启，也很清晰好用。,5,已购 白色 12GB+256GB,j***4,未知平台,商品6.csv
手机真的好用😊，操作丝滑，不卡顿，电池耐用，日常使用完全没问题！手机用起来很顺手，滑动和切换应用都很流畅，电池也耐用，整体体验满意。,5,已购 黑色 12GB+256GB,O***N,未知平台,商品6.csv
"外形外观：外形不错 给家里老父亲买的  突然手机坏了 点名要买小米   本来想买K80但是要好几天才到
屏幕音效：屏幕大小适合清晰度 分辨率都不错
拍照效果：拍照效果中规中矩吧 毕竟价格摆在那里
运行速度：运行速度还行  也体验不出来高低 不打游戏",5,已购 黑色 12GB+256GB,jd_gf1301,未知平台,商品6.csv
小米手机玩游戏莫得说，不卡，流畅，抢红包，都非常快。玩游戏的选择，京东自营店购买送货上门，货一到就电话联系，服务一直很好，京东小哥值得信赖，杠杠滴！,5,已购 白色 16GB+256GB,懿萬生活,未知平台,商品6.csv
选了好久，对比了很多款，最终还是没逃过小米的诱惑，性价比太好了，外形尺寸漂亮干净，电池绝对不用担心焦虑，7550户外也够用，设计很有质感，屏幕颜色也透亮清晰，一直用小米，最后也还是选了小米，不会失望，喜欢😁,5,已购 白色 12GB+256GB,4***5,未知平台,商品6.csv
"首先，手机的电池挺大的，好用，可以用一天，不怎么需要充电
手机嘛，还算挺流畅的，用起来没有啥bug
京东自营的产品还是比较放心的",5,已购 白色 12GB+256GB,我心飞翔0007,未知平台,商品6.csv
手机手感很不错，直屏屏幕，背部金属框，快充90瓦，大电池7000多A，手机用的澎湃系统还不错。自带贴膜再配个手机壳给老人用性价比很高。,5,已购 黑色 12GB+256GB,稻***4,未知平台,商品6.csv
"待机时间长,屏幕色彩鲜艳,软件启动快,充电速度快,操作顺畅，手感舒适,外放声音大,自拍好看,阳光下看得清，颜值比较高,运行速度快",5,已购 白色 12GB+256GB,Hgvhud,未知平台,商品6.csv
用着很舒服，反应速度快 拍照效果也挺好 关键是 1T 的空间简直太爽了 随便看电影 随便装软件 根本就不用担心空间不够,5,已购 白色 16GB+1TB,r3gun33px96igg,未知平台,商品6.csv
"红米Turbo 4 Pro手机在性能、续航、屏幕、设计和影像等方面表现出色。
性能表现:日常使用流畅，多任务处理轻松。
续航能力:重度使用可以用一天，充电速度快，应急方便。
屏幕体验:观感清晰。高亮度和护眼功能表现出色， 
设计手感:玻璃后盖搭配金属中框，质感好，设计有辨度。
影像系统:主摄表现不错，适合日常拍摄。",5,已购 绿色 12GB+256GB,u***v,未知平台,商品6.csv
双十一活动，入手了红米turbo Pro，前后买了10几个红米系列型号了，一直在用，这款用了一个月，大电池就是抗造，2天一充没问题，系统流畅。,5,已购 粉金色 12GB+256GB,lee9680,未知平台,商品6.csv
"外形外观：外观轻薄漂亮，上手之后处于无感轻薄模式，还是挺舒服的
拍照效果：拍照效果中规中矩，日常拍照可以满足
运行速度：8G4平台，运行速度还是杠杠的",5,已购 粉金色 12GB+256GB,cxfe117u73ypk6,未知平台,商品6.csv
太好用了，很实惠，服务也好，手机质量也好，👍这款手机真的太赞了！不仅价格实惠，而且服务也是一流的。使用起来非常顺畅，完全没有任何卡顿现象发生过，售后也是超好的。,5,已购 黑色 12GB+256GB,j***t,未知平台,商品6.csv
给我的母亲买的手机，这款手机外观非常漂亮，手感不错，充电速度快，喇叭声音也挺大的。屏幕色彩也比较不错，还有护眼功能，总体来说好评！,5,已购 粉金色 12GB+256GB,赛***骚,未知平台,商品6.csv
小米的红米手机整体都很满意，价格很合适，相比较配置价格还是很有竞争力。换了几个手机都是小米的机型，红米也有很多。运行流畅，电量够用，很满意。推荐大家购买，我不玩游戏感觉配置上足够自己用3年了。,5,已购 黑色 16GB+256GB,71y147h5p3m94q,未知平台,商品6.csv
很好，很流畅。作为备用机和导航设备用的。首先电池大续航久，其次不需要太多摄像头，这个型号又即将出新款，现在打折力度这么大，太划算了！值得推荐,5,已购 黑色 16GB+256GB,米斯特尔张,未知平台,商品6.csv
小米手机得很好，运行很快内存也很大，阳光下也很清楚，屏幕也很大，音量好，拍照、很好，电池待机时间长，是非常好的一款手机。,5,已购 白色 16GB+512GB,jd_1572ie5iro3z17,未知平台,商品6.csv
已经使用过一段时间了，现在来说一下自己的感受，首先表扬一下京东快递速度快，在京东购买享受的了国补，手机使用很流畅，信号好，摔了一次，但是完好无损。,5,已购 白色 12GB+256GB,r9f994w8kjp5p4,未知平台,商品6.csv
手机外观好看，轻巧，大电池大内存，用起来非常满意。续航能力很强。反应速度很快。画面清晰，拍照效果很好。,5,已购 白色 16GB+1TB,微尘18186868,未知平台,商品6.csv
颜值高，收到手机太惊喜了，7550的电池够用2天了，90w快充无敌存在，发货快，包装严实，手机非常好，比专柜便宜很多，客服服务态度也特别好。,5,已购 粉金色 12GB+256GB,jd_℡思念无232,未知平台,商品6.csv
操作顺畅，简单易学，自拍非常好看，色彩也非常鲜艳明亮而且非常精致，拍照很好看，充电速度也很快，待机时间也很长，总体很喜欢，很实用，,5,已购 粉金色 12GB+256GB,jd_03l235nf7vy98b,未知平台,商品6.csv
外观简约时尚，配色多样，满足不同审美。系统流畅稳定，操作便捷，各种功能一应俱全。拍照效果超出预期，日常记录足够清晰出色。电池续航给力，能满足一整天的重度使用。信号也很稳定,5,已购 黑色 12GB+256GB,j***6,未知平台,商品6.csv
红米这款简直是性价比之王，16G运行内存，市面上最高的了，256G存储，够用了，还可以模拟最高16G运行内存出来，跑起来简直飞起来了。,5,已购 白色 16GB+256GB,jdmiten,未知平台,商品6.csv
同事给父母买的，看了感觉不错，给我妈也买了一部。机身轻薄便携，屏幕清晰显示效果佳，操作流畅毫无卡顿感。外观简约时尚，性价比高，是一次很满意的购物。,5,已购 粉金色 12GB+256GB,jd_515936265,未知平台,商品6.csv
给孩子买的备用机，速度竟然是惊喜，摄像头也不错，金属外边框扛划伤，电池是真的大啊。美中不足不是120瓦充电，只是90瓦充电，对比这个价位，太划算了！,5,已购 黑色 12GB+256GB,u***n,未知平台,商品6.csv
系统流畅稳定，电池容量大，用一天根本不用担心没电，屏幕大，看视频轻松不费眼，自营购买正品有保证，快递也很给力,5,已购 绿色 12GB+256GB,J***D,未知平台,商品6.csv
试用了一天 感觉挺好用的 外观白色我喜欢 拍照也还不错  升级了3.0版本有个超级岛 很方便 打王者荣耀这种游戏还没有试过 试过再评,5,已购 白色 12GB+256GB,j***f,未知平台,商品6.csv
商家发货非常快，第二天就到了，第一次买小米的产品，手机要性能有性能，要颜值有颜值，玩了几把和平精英很流畅，还有IP68防水防尘，够大够薄，对我来说完美,5,已购 黑色 12GB+256GB,j***年,未知平台,商品6.csv
"像素很好，容量大，充电快，电池持久，大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算,客服真的很不错哦～",5,已购 粉金色 12GB+256GB,S***0,未知平台,商品6.csv
嗯，这款手机呢手机的电池比较大，待机时间一般情况下是2天正常使用，阳光下也看得清外放，声音比较大，运行速度很快，嗯，拍照不是那么清楚，像素有点不匹配，整体整体的话这个价格还可以,5,已购 白色 12GB+256GB,jd_king公瑾,未知平台,商品6.csv
手机收到了，京东自营就是快，昨晚下单今天就到。新机手感很棒，屏幕清晰色彩正，运行流畅不卡顿。拍照效果很满意，夜景也很清晰。正品保障，包装完好，还会再来的！,5,已购 白色 12GB+256GB,黄文俊1118,未知平台,商品6.csv
手机做工精细，屏幕显示清晰、细腻，拍照色彩纯正，饱和度高。系统操作流畅易用。按此机硬件配置和目前的售价，性价比超高，非常适合学生群体。,5,已购 白色 12GB+512GB,及乐feiyang,未知平台,商品6.csv
"新买的小米turbo4pro,电池容量够大7550比外面充电宝的容量还大！这下够用了！操作还挺流畅的，一键换机功能挺实用，相机的广角镜头用起来还不太熟练，要适应一下。",5,已购 粉金色 12GB+256GB,3ajerry,未知平台,商品6.csv
"以旧换新：新的各方面性能都不错
外形外观：看起来不错 方方正正的
屏幕音效：声音很大 色彩也明亮
拍照效果：像素还可以吧
运行速度：流畅",5,已购 白色 12GB+256GB,靳糖糖,未知平台,商品6.csv
手机外观简约，屏幕显示清晰，运行速度稳定，没有明显发热问题，符合这个价位的预期，整体表现中规中矩。手机不错，运行快，续航久，值得买。,5,已购 白色 12GB+256GB,咗***愛,未知平台,商品6.csv
买给爸爸的生日礼物是小米的忠实粉丝。手机内容迁移很方便，完全把旧手机一模一样的复制到了新的手机上，非常方便这款手机性价比非常高，很适合买给长辈使用,5,已购 白色 12GB+256GB,w***c,未知平台,商品6.csv
给家里老人买的，一直用这个牌子，电池大屏幕大，声音也大，特别适合当老人机。价格也不是很贵，用个两三年就行。,5,已购 白色 12GB+256GB,爱吃兔子的萝卜1024,未知平台,商品6.csv
红米turbo 4 pro屏幕非常棒，6.83的屏幕看字看图看视频玩游戏都超级爽，就冲这个买的。另外就是金属中框好评。唯一的瑕疵就是按键手感偏软。,5,已购 黑色 12GB+256GB,神原秋葉,未知平台,商品6.csv
妈妈的上一个小米手机已经用了四年了，有些卡顿，所以给她换了一台，国补后价格也不贵。小米的老用户了，也习惯了小米的界面和各种操作，挺方便。,5,已购 粉金色 12GB+256GB,青青依旧,未知平台,商品6.csv
小米手机用起来太顺手了！系统流畅不卡顿，日常刷视频、处理工作都超丝滑；拍照色彩真实自然，随手一拍都是大片感；续航也很给力，重度使用一天都不用频繁充电，性价比拉满，真心推荐！,5,已购 粉金色 12GB+256GB,梦中缓流,未知平台,商品6.csv
